HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:20795	CLRN3	clarin 3	Approved	TMEM12	MGC32871, USH3AL1	10q26.2	BC029478	NM_152311
HGNC:19715	CLSPN	claspin	Approved			1p34.3	AF297866	NM_022111
HGNC:17447	CLSTN1	calsyntenin 1	Approved		CSTN1, KIAA0911, CDHR12	1p36.22	AB020718	
HGNC:17448	CLSTN2	calsyntenin 2	Approved		CSTN2, CS2, FLJ39113, CDHR13	3q23	AJ278018	NM_022131
HGNC:49095	CLSTN2-AS1	CLSTN2 antisense RNA 1	Approved			3q23	AL133103	
HGNC:18371	CLSTN3	calsyntenin 3	Approved		CSTN3, KIAA0726, CDHR14	12p13.31	AB018269	NM_014718
HGNC:2089	CLS~withdrawn	symbol withdrawn, see RPS6KA3	Symbol Withdrawn					
HGNC:2090	CLTA	clathrin light chain A	Approved		Lca	9p13.3		NM_007096
HGNC:2091	CLTB	clathrin light chain B	Approved		Lcb	5q35.2	M20470	
HGNC:2092	CLTC	clathrin heavy chain	Approved	CLTCL2	Hc	17q23.1	X55878	NM_004859
HGNC:41321	CLTC-IT1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:2093	CLTCL1	clathrin heavy chain like 1	Approved	CLTCL	CLTD, CLH22, CHC22	22q11.2		NM_007098
HGNC:2094	CLTCL2~withdrawn	symbol withdrawn, see CLTC	Symbol Withdrawn					
HGNC:2095	CLU	clusterin	Approved	CLI, APOJ	SGP-2, SP-40, TRPM-2, KUB1, CLU1, CLU2	8p21-p12	M64722	NM_001831
HGNC:19009	CLUAP1	clusterin associated protein 1	Approved		FLJ13297, KIAA0643, FAP22, CFAP22, IFT38	16p13.3	BC017070	NM_024793
HGNC:29094	CLUH	clustered mitochondria (cluA/CLU1) homolog	Approved	KIAA0664	CLU1	17p13.3	AB014564	NM_015229
HGNC:38416	CLUHP1	clustered mitochondria (cluA/CLU1) homolog pseudogene 1	Approved	KIAA0664P1	KIAA0664L1	Yq11.222		
HGNC:38453	CLUHP2	clustered mitochondria (cluA/CLU1) homolog pseudogene 2	Approved	KIAA0664P2	KIAA0664L2	Yq11.222		NG_004636
HGNC:28447	CLUHP3	clustered mitochondria (cluA/CLU1) homolog pseudogene 3	Approved	C16orf67, KIAA0664P3, KIAA0664L3	MGC3020	16p11.2	AK054698	NR_024034
HGNC:38470	CLUHP4	clustered mitochondria (cluA/CLU1) homolog pseudogene 4	Approved	KIAA0664P4	KIAA0664L4	4q35.2		NG_022045
HGNC:38471	CLUHP5	clustered mitochondria (cluA/CLU1) homolog pseudogene 5	Approved	KIAA0664P5	KIAA0664L5	10q26.3		NG_022159
HGNC:51571	CLUHP6	clustered mitochondria (cluA/CLU1) homolog pseudogene 6	Approved			18q12.1		
HGNC:51570	CLUHP7	clustered mitochondria (cluA/CLU1) homolog pseudogene 7	Approved			7q11.21		
HGNC:51573	CLUHP8	clustered mitochondria (cluA/CLU1) homolog pseudogene 8	Approved			12q12		
HGNC:51572	CLUHP9	clustered mitochondria (cluA/CLU1) homolog pseudogene 9	Approved			13q12.12		
HGNC:51574	CLUHP10	clustered mitochondria (cluA/CLU1) homolog pseudogene 10	Approved			3p12.3		
HGNC:51806	CLUHP11	clustered mitochondria (cluA/CLU1) homolog pseudogene 11	Approved			16p11.2		
HGNC:2096	CLUL1	clusterin like 1	Approved			18p11.32	D63813	
HGNC:23139	CLVS1	clavesin 1	Approved	RLBP1L1	MGC34646, CRALBPL, C6orf212L	8q12.2	AY094971	NM_173519
HGNC:23046	CLVS2	clavesin 2	Approved	C6orf212, C6orf213, RLBP1L2	bA160A10.4	6q22.31	AK095527	NM_001010852
HGNC:18355	CLYBL	citrate lyase beta like	Approved		CLB	13q32.3	AF428253	
HGNC:39893	CLYBL-AS1	CLYBL antisense RNA 1	Approved			13q32.3		
HGNC:39894	CLYBL-AS2	CLYBL antisense RNA 2	Approved			13q32.3		
HGNC:39892	CLYBL-IT1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:2097	CMA1	chymase 1	Approved			14q12		NM_001836
HGNC:2098	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene	Approved	CMAH		6p23-p22		NR_002174
HGNC:2099	CMAR~withdrawn	symbol withdrawn, see SPG7	Symbol Withdrawn					
HGNC:18290	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase	Approved			12p12.1	AF271388	NM_018686
HGNC:25090	CMBL	carboxymethylenebutenolidase homolog (Pseudomonas)	Approved		FLJ23617	5p15.2		NM_138809
HGNC:28783	CMC1	C-x9-C motif containing 1	Approved	C3orf68	MGC61571	3p24.1	BC052644	NM_182523
HGNC:24447	CMC2	C-x9-C motif containing 2	Approved	C16orf61	DC13, MGC45036	16q23.2	BC032631	NM_020188
HGNC:35428	CMC4	C-x(9)-C motif containing 4	Approved	MTCP1, MTCP1NB	P8MTCP1, p8	Xq28		NM_001018024.2
HGNC:2101	CMD1A~withdrawn	symbol withdrawn, see LMNA	Symbol Withdrawn					
HGNC:2102	CMD1B	cardiomyopathy, dilated 1B (autosomal dominant)	Approved		FDC	9q13-q22		
HGNC:2103	CMD1C~withdrawn	symbol withdrawn, see LDB3	Symbol Withdrawn					
HGNC:2104	CMD1D~withdrawn	symbol withdrawn, see TNNT2	Symbol Withdrawn					
HGNC:2105	CMD1E~withdrawn	symbol withdrawn, see SCN5A	Symbol Withdrawn					
HGNC:2106	CMD1F	cardiomyopathy, dilated 1F (autosomal dominant)	Approved		CDCD3, LGMD1E	6q23		
HGNC:2107	CMD1G~withdrawn	symbol withdrawn, see TTN	Symbol Withdrawn					
HGNC:2108	CMD1H	cardiomyopathy, dilated 1H (autosomal dominant)	Approved			2q14-q22		
HGNC:2109	CMD1J~withdrawn	symbol withdrawn, see EYA4	Symbol Withdrawn					
HGNC:14541	CMD1K	cardiomyopathy, dilated 1K (autosomal dominant)	Approved			6q12-q16		
HGNC:32552	CMD1Q	cardiomyopathy, dilated 1Q (autosomal dominant)	Approved			7q22.3-q31.1		
HGNC:2100	CMD1~withdrawn	symbol withdrawn, see SOX9	Symbol Withdrawn					
HGNC:2110	CMD2A~withdrawn	symbol withdrawn, see TNNI3	Symbol Withdrawn					
HGNC:2111	CMD3A~withdrawn	symbol withdrawn, see TAZ	Symbol Withdrawn					
HGNC:2112	CMDJ~withdrawn	symbol withdrawn, see ANKH	Symbol Withdrawn					
HGNC:2113	CMH1~withdrawn	symbol withdrawn, see MYH7	Symbol Withdrawn					
HGNC:2114	CMH2~withdrawn	symbol withdrawn, see TNNT2	Symbol Withdrawn					
HGNC:2115	CMH3~withdrawn	symbol withdrawn, see TPM1	Symbol Withdrawn					
HGNC:2116	CMH4~withdrawn	symbol withdrawn, see MYBPC3	Symbol Withdrawn					
HGNC:24319	CMIP	c-Maf inducing protein	Approved			16q23	AB051481	NM_030629
HGNC:2118	CMKAR1~withdrawn	symbol withdrawn, see CXCR1	Symbol Withdrawn					
HGNC:2119	CMKBR9~withdrawn	symbol withdrawn, see ACKR2	Symbol Withdrawn					
HGNC:2120	CMKBRL1~withdrawn	symbol withdrawn, see CX3CR1	Symbol Withdrawn					
HGNC:2121	CMKLR1	chemerin chemokine-like receptor 1	Approved		RVER1	12q23.3	U79526	
HGNC:2122	CMKRL1~withdrawn	symbol withdrawn, see LTB4R	Symbol Withdrawn					
HGNC:2123	CMKRL2~withdrawn	symbol withdrawn, see GPER1	Symbol Withdrawn					
HGNC:2117	CMK~withdrawn	symbol withdrawn, see CXCL9	Symbol Withdrawn					
HGNC:2124	CMM	cutaneous malignant melanoma/dysplastic nevus	Approved	DNS	CMM1	1p36		
HGNC:2125	CMOAT~withdrawn	symbol withdrawn, see ABCC2	Symbol Withdrawn					
HGNC:18170	CMPK1	cytidine/uridine monophosphate kinase 1	Approved	CMPK	UMP-CMPK	1p34.1-p33	AF070416	NM_016308
HGNC:27015	CMPK2	cytidine/uridine monophosphate kinase 2	Approved		TYKi, UMP-CMPK2, NDK	2p25.2		NM_207315
HGNC:2126	CMR1A	cardiomyopathy, restrictive 1A (autosomal dominant)	Approved			reserved		
HGNC:2127	CMR2A	cardiomyopathy, restrictive 2A (autosomal recessive)	Approved			reserved		
HGNC:2128	CMR3A	cardiomyopathy, restrictive 3A (X-linked)	Approved			X		
HGNC:28666	CMSS1	cms1 ribosomal small subunit homolog (yeast)	Approved	C3orf26	MGC4308	3q12.1		NM_032359
HGNC:2129	CMT1A	Charcot-Marie-Tooth neuropathy 1A (greatly reduced nerve conduction velocity, hereditary motor sensory neuropathy Ia)	Approved		HMSNIA	17p13.1-q12		
HGNC:2130	CMT1B~withdrawn	symbol withdrawn, see MPZ	Symbol Withdrawn					
HGNC:2131	CMT2A~withdrawn	symbol withdrawn, see KIF1B	Symbol Withdrawn					
HGNC:2132	CMT2B	Charcot-Marie-Tooth neuropathy 2B	Approved			3q13-q22		
HGNC:14684	CMT2D~withdrawn	symbol withdrawn, see GARS	Symbol Withdrawn					
HGNC:2133	CMT4A~withdrawn	symbol withdrawn, see GDAP1	Symbol Withdrawn					
HGNC:2134	CMT4B~withdrawn	symbol withdrawn, see MTMR2	Symbol Withdrawn					
HGNC:19172	CMTM1	CKLF like MARVEL transmembrane domain containing 1	Approved	CKLFSF1	CKLFH1a, CKLFH	16q22.1	AF278577	NM_052999
HGNC:19173	CMTM2	CKLF like MARVEL transmembrane domain containing 2	Approved	CKLFSF2	MGC39436, FLJ25732	16q22.1-q22.3	BC025354	
HGNC:19174	CMTM3	CKLF like MARVEL transmembrane domain containing 3	Approved	CKLFSF3	FLJ31762, BNAS2	16q22.1-q22.3	AK056324	NM_144601
HGNC:19175	CMTM4	CKLF like MARVEL transmembrane domain containing 4	Approved	CKLFSF4		16q22.1-q22.3	AF479814	
HGNC:19176	CMTM5	CKLF like MARVEL transmembrane domain containing 5	Approved	CKLFSF5	FLJ37521	14q11.2	BC013109	
HGNC:19177	CMTM6	CKLF like MARVEL transmembrane domain containing 6	Approved	CKLFSF6	FLJ20396	3p22.2	AK000403	
HGNC:19178	CMTM7	CKLF like MARVEL transmembrane domain containing 7	Approved	CKLFSF7	FLJ30992	3p22.2	AF479263	
HGNC:19179	CMTM8	CKLF like MARVEL transmembrane domain containing 8	Approved	CKLFSF8		3p22.2	AF474370	NM_178868
HGNC:21077	CMTR1	cap methyltransferase 1	Approved	KIAA0082, FTSJD2	MTr1, ISG95	6p21.2	BC031890	NM_015050
HGNC:25635	CMTR2	cap methyltransferase 2	Approved	FTSJD1	FLJ11171, AFT, MTr2	16q22.2	BC035005	NM_018348
HGNC:2136	CMTX1~withdrawn	symbol withdrawn, see GJB1	Symbol Withdrawn					
HGNC:2137	CMTX2	Charcot-Marie-Tooth neuropathy, X-linked 2 (recessive)	Approved			Xp22		
HGNC:2138	CMTX3	Charcot-Marie-Tooth neuropathy, X-linked 3 (dominant)	Approved			X		
HGNC:14302	CMYA2~withdrawn	symbol withdrawn, see PDE4DIP	Symbol Withdrawn					
HGNC:14305	CMYA5	cardiomyopathy associated 5	Approved	C5orf10	myospryn, SPRYD2, DKFZp451G223, TRIM76	5q14.1	AW755254, AL831986	NM_153610
HGNC:2139	CNA1	cornea plana 1 (autosomal dominant)	Approved			12q		
HGNC:2140	CNA2~withdrawn	symbol withdrawn, see KERA	Symbol Withdrawn					
HGNC:26663	CNBD1	cyclic nucleotide binding domain containing 1	Approved		FLJ35802	8q21.3	AK093121	NM_173538
HGNC:16145	CNBD2	cyclic nucleotide binding domain containing 2	Approved	C20orf152, CNMPD1	dJ954P9.1	20q11.23	AL359828	NM_080834
HGNC:13164	CNBP	CCHC-type zinc finger nucleic acid binding protein	Approved	DM2, ZNF9	RNF163, ZCCHC22, CNBP1	3q21	U19765	NM_003418
HGNC:2141	CNC2	Carney complex type 2, multiple neoplasia and lentiginosis	Approved	CNC		2p16		
HGNC:2142	CNCA1~withdrawn	symbol withdrawn, see CNGA2	Symbol Withdrawn					
HGNC:2143	CNCA2~withdrawn	symbol withdrawn, see CNGA4	Symbol Withdrawn					
HGNC:2144	CNCG1~withdrawn	symbol withdrawn, see CNGA1	Symbol Withdrawn					
HGNC:2145	CNCG2~withdrawn	symbol withdrawn, see CNGB1	Symbol Withdrawn					
HGNC:2147	CNCG3L~withdrawn	symbol withdrawn, see CNGB1	Symbol Withdrawn					
HGNC:2146	CNCG3~withdrawn	symbol withdrawn, see CNGA3	Symbol Withdrawn					
HGNC:20675	CNDP1	carnosine dipeptidase 1 (metallopeptidase M20 family)	Approved		MGC10825, CN1, CPGL2, HsT2308	18q22.3		NM_032649
HGNC:24437	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	Approved	PEPA	FLJ10830, CN2, HsT2298, CPGL	18q22.3	AK001692	NM_018235
HGNC:26759	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1	Approved	C16orf69, TMEM188	FLJ38101, NEP1-R1	16q12.1	AK095420	NM_153261
HGNC:30183	CNFN	cornifelin	Approved		PLAC8L2	19q13.31	AB049591	NM_032488
HGNC:2148	CNGA1	cyclic nucleotide gated channel alpha 1	Approved	CNCG1, CNCG	RCNC1, RCNCa, CNG1, RP49	4p12	M84741	NM_000087
HGNC:2149	CNGA2	cyclic nucleotide gated channel alpha 2	Approved	CNCA1, CNCA	CNG2, OCNC1, OCNCa, OCNCALPHA, OCNCalpha, FLJ46312	Xq27	S76067	NM_005140
HGNC:2150	CNGA3	cyclic nucleotide gated channel alpha 3	Approved	CNCG3, ACHM2	CCNC1, CCNCa, CNG3	2q11.2	S76069	NM_001298
HGNC:2152	CNGA4	cyclic nucleotide gated channel alpha 4	Approved	CNCA2, CNGB2	OCNC2, OCNCb, CNG5	11p15.4	AK122736	NM_001037329
HGNC:2151	CNGB1	cyclic nucleotide gated channel beta 1	Approved	CNCG2, CNCG3L	RCNC2, RCNCb, GARP, GAR1, CNGB1B, RP45	16q13	AF042498	NM_001297
HGNC:2153	CNGB3	cyclic nucleotide gated channel beta 3	Approved	ACHM3, ACHM1, RMCH		8q21.3	AF228520	NM_019098
HGNC:19431	CNIH1	cornichon family AMPA receptor auxiliary protein 1	Approved	CNIH	TGAM77, CNIL	14q22.1	AF031379	NM_005776
HGNC:28744	CNIH2	cornichon family AMPA receptor auxiliary protein 2	Approved		MGC50896, Cnil, CNIH-2	11q13.2	BC047953	NM_182553
HGNC:26802	CNIH3	cornichon family AMPA receptor auxiliary protein 3	Approved		FLJ38993, CNIH-3	1q42.12	AF070524	NM_152495
HGNC:25013	CNIH4	cornichon family AMPA receptor auxiliary protein 4	Approved		HSPC163	1q42.12		NM_014184
HGNC:19700	CNKSR1	connector enhancer of kinase suppressor of Ras 1	Approved		CNK1, KSR, CNK	1p35.3	AF100153	NM_006314
HGNC:19701	CNKSR2	connector enhancer of kinase suppressor of Ras 2	Approved		KIAA0902, CNK2, KSR2	Xp22.12	AB020709	NM_014927
HGNC:23034	CNKSR3	CNKSR family member 3	Approved	MAGI1	FLJ31349	6q25.2	AK055911	NM_173515
HGNC:2155	CNN1	calponin 1	Approved		SMCC, Sm-Calp	19p13.2	U37019	NM_001299
HGNC:2156	CNN2	calponin 2	Approved			19p13.3	D83735	NM_004368
HGNC:39526	CNN2P1	calponin 2 pseudogene 1	Approved			22q12.2		
HGNC:39527	CNN2P2	calponin 2 pseudogene 2	Approved			9p12		
HGNC:39528	CNN2P3	calponin 2 pseudogene 3	Approved			9q21.11		
HGNC:39529	CNN2P4	calponin 2 pseudogene 4	Approved	CNN2P5		9p11.1		
HGNC:39530	CNN2P5~withdrawn	symbol withdrawn, see CNN2P4	Symbol Withdrawn					
HGNC:39531	CNN2P6	calponin 2 pseudogene 6	Approved			3p23		
HGNC:39532	CNN2P7	calponin 2 pseudogene 7	Approved			21q11.2		
HGNC:39533	CNN2P8	calponin 2 pseudogene 8	Approved			2q11.1		
HGNC:39534	CNN2P9	calponin 2 pseudogene 9	Approved			6q21		
HGNC:39535	CNN2P10	calponin 2 pseudogene 10	Approved			1q24.1		
HGNC:39536	CNN2P11	calponin 2 pseudogene 11	Approved			2q11.1		NG_029997
HGNC:39834	CNN2P12	calponin 2 pseudogene 12	Approved			13q11		
HGNC:2157	CNN3	calponin 3	Approved			1p22-p21	BC025372	NM_001839
HGNC:38666	CNN3P1	calponin 3 pseudogene 1	Approved			6p25.1		
HGNC:102	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	Approved	ACDP1		10q24.2	AF169226	NM_020348
HGNC:103	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	Approved	ACDP2		10q24.32	AF216962	NM_017649
HGNC:104	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3	Approved	ACDP3		2q11.2	AF216965	NM_017623
HGNC:105	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4	Approved	ACDP4	KIAA1592	2q11.2	AB046812	NM_020184
HGNC:7877	CNOT1	CCR4-NOT transcription complex subunit 1	Approved	NOT1	CDC39, NOT1H, KIAA1007, AD-005	16q21	AL833549	NM_016284
HGNC:7878	CNOT2	CCR4-NOT transcription complex subunit 2	Approved	NOT2	CDC36, NOT2H	12q15	AF180473	
HGNC:7879	CNOT3	CCR4-NOT transcription complex subunit 3	Approved	NOT3	NOT3H, KIAA0691, LENG2	19q13.4	AF180474	NM_014516
HGNC:7880	CNOT4	CCR4-NOT transcription complex subunit 4	Approved	NOT4	CLONE243, NOT4H	7q33	AF180475	NM_013316
HGNC:39272	CNOT4P1	CCR4-NOT transcription complex subunit 4 pseudogene 1	Approved			13q12.11		
HGNC:14100	CNOT5~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:14099	CNOT6	CCR4-NOT transcription complex subunit 6	Approved		CCR4, KIAA1194, Ccr4a	5q35.3	AB033020	NM_015455
HGNC:18042	CNOT6L	CCR4-NOT transcription complex subunit 6 like	Approved		DKFZp434K098, Ccr4b	4q13.3	AL133112	
HGNC:32355	CNOT6LP1	CCR4-NOT transcription complex subunit 6-like pseudogene 1	Approved			15q21.3	AC039057	NG_009481
HGNC:14101	CNOT7	CCR4-NOT transcription complex subunit 7	Approved	CAF1		8p22-p21.3	L46722	NM_013354
HGNC:44248	CNOT7P1	CCR4-NOT transcription complex subunit 7 pseudogene 1	Approved			Xq13.1		
HGNC:44249	CNOT7P2	CCR4-NOT transcription complex subunit 7 pseudogene 2	Approved			1p13.1		
HGNC:9207	CNOT8	CCR4-NOT transcription complex subunit 8	Approved	POP2	CAF1, hCAF1, CALIF	5q31-q33	AF053318	NM_004779
HGNC:10445	CNOT9	CCR4-NOT transcription complex subunit 9	Approved	RQCD1	RCD1, RCD1+, CT129, CAF40	2q35	D87957	NM_005444
HGNC:23817	CNOT10	CCR4-NOT transcription complex subunit 10	Approved		FLJ12890, FLJ13165	3p23	BC002928	NM_015442
HGNC:41031	CNOT10-AS1	CNOT10 antisense RNA 1	Approved			3p22.3		
HGNC:25217	CNOT11	CCR4-NOT transcription complex subunit 11	Approved	C2orf29	C40	2q12.1	AF103798	NM_017546
HGNC:2158	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	Approved			17q21		
HGNC:25220	CNPPD1	cyclin Pas1/PHO80 domain containing 1	Approved	C2orf24	CGI-57	2q36	AF070638	NM_015680
HGNC:27786	CNPY1	canopy FGF signaling regulator 1	Approved			7q36.3		XM_001129537
HGNC:13529	CNPY2	canopy FGF signaling regulator 2	Approved	TMEM4	HP10390, ZSIG9, Cnpy2	12q13.3	AB015631	NM_014255
HGNC:11968	CNPY3	canopy FGF signaling regulator 3	Approved	TNRC5	CAG4A	6p21.1	U80744	NM_006586
HGNC:28631	CNPY4	canopy FGF signaling regulator 4	Approved		MGC40499, PRAT4B	7q22.1	AK075537	NM_152755
HGNC:2159	CNR1	cannabinoid receptor 1 (brain)	Approved	CNR	CB1K5, CB-R, CB1, CANN6, CB1A	6q14-q15	AF107262	
HGNC:2160	CNR2	cannabinoid receptor 2	Approved		CB2	1p	X74328	NM_001841
HGNC:24546	CNRIP1	cannabinoid receptor interacting protein 1	Approved	C2orf32	DKFZP566K1924, CRIP1, CRIP1a, CRIP1b	2p13	AL110235	NM_015463
HGNC:2161	CNRS1~withdrawn	symbol withdrawn, see PCDHA@	Symbol Withdrawn					
HGNC:2162	CNRS2~withdrawn	symbol withdrawn, see PCDHA6	Symbol Withdrawn					
HGNC:2164	CNRS4~withdrawn	symbol withdrawn, see PCDHA7	Symbol Withdrawn					
HGNC:2165	CNRS5~withdrawn	symbol withdrawn, see PCDHA13	Symbol Withdrawn					
HGNC:2166	CNRS6~withdrawn	symbol withdrawn, see PCDHA5	Symbol Withdrawn					
HGNC:2167	CNRS7~withdrawn	symbol withdrawn, see PCDHA11	Symbol Withdrawn					
HGNC:2168	CNRS8~withdrawn	symbol withdrawn, see PCDHA10	Symbol Withdrawn					
HGNC:26486	CNST	consortin, connexin sorting protein	Approved	C1orf71	FLJ32001, PPP1R64	1q44	AK056563	NM_152609
HGNC:26847	CNTD1	cyclin N-terminal domain containing 1	Approved	CNTD	FLJ40137	17q21.31	AK097456	NM_173478
HGNC:25805	CNTD2	cyclin N-terminal domain containing 2	Approved		FLJ13265, CCNP	19q13.2	AK023327	NM_024877
HGNC:2169	CNTF	ciliary neurotrophic factor	Approved		HCNTF	11q12	BC068030	NM_000614
HGNC:2170	CNTFR	ciliary neurotrophic factor receptor	Approved			9p13	M73238	
HGNC:48712	CNTFR-AS1	CNTFR antisense RNA 1	Approved			9p13.3	BC038740, BC042806	
HGNC:23432	CNTLN	centlein	Approved	C9orf101, C9orf39	FLJ20276, bA340N12.1, OTTHUMG00000019597	9p22.2-p22.1	AK000283	NM_017738
HGNC:2171	CNTN1	contactin 1	Approved		F3, GP135	12q12	Z21488	NM_001843
HGNC:2172	CNTN2	contactin 2	Approved	TAX, AXT	TAG-1, TAX1	1q32.1	X67734	NM_005076
HGNC:2173	CNTN3	contactin 3	Approved	PANG	BIG-1	3p12.3	AB040929	NM_020872
HGNC:2174	CNTN4	contactin 4	Approved		BIG-2	3p26.3	AW665944	
HGNC:39985	CNTN4-AS1	CNTN4 antisense RNA 1	Approved			3p26.2		
HGNC:39986	CNTN4-AS2	CNTN4 antisense RNA 2	Approved			3p26.3		
HGNC:2175	CNTN5	contactin 5	Approved		NB-2, hNB-2	11q22.1	AB013802	NM_014361
HGNC:2176	CNTN6	contactin 6	Approved		NB-3	3p26.3	AB003592	NM_014461
HGNC:8011	CNTNAP1	contactin associated protein 1	Approved	NRXN4	p190, Caspr, CNTNAP	17q21	U87223	NM_003632
HGNC:13830	CNTNAP2	contactin associated protein-like 2	Approved		Caspr2, KIAA0868, NRXN4	7q35	AF193613	
HGNC:13834	CNTNAP3	contactin associated protein-like 3	Approved		CASPR3, KIAA1714, FLJ14195, CNTNAP3A	9q12	AF333769	NM_033655
HGNC:32035	CNTNAP3B	contactin associated protein-like 3B	Approved			9p12	BX538190	
HGNC:49591	CNTNAP3P1	contactin associated protein-like 3 pseudogene 1	Approved			9q13		
HGNC:49589	CNTNAP3P2	contactin associated protein-like 3 pseudogene 2	Approved			9q21.11		
HGNC:49580	CNTNAP3P3	contactin associated protein-like 3 pseudogene 3	Approved			9p12		
HGNC:49581	CNTNAP3P4	contactin associated protein-like 3 pseudogene 4	Approved			9q12		
HGNC:49588	CNTNAP3P5	contactin associated protein-like 3 pseudogene 5	Approved			9q13		
HGNC:49583	CNTNAP3P6	contactin associated protein-like 3 pseudogene 6	Approved			9p12		
HGNC:49585	CNTNAP3P7	contactin associated protein-like 3 pseudogene 7	Approved			9p11.1		
HGNC:49586	CNTNAP3P8	contactin associated protein-like 3 pseudogene 8	Approved			9p11.1		
HGNC:49587	CNTNAP3P9	contactin associated protein-like 3 pseudogene 9	Approved			9p11.2		
HGNC:18747	CNTNAP4	contactin associated protein like 4	Approved		CASPR4, KIAA1763	16q23.1	AB051550	NM_033401
HGNC:18748	CNTNAP5	contactin associated protein-like 5	Approved		caspr5, FLJ31966	2q14.1	AB077881	
HGNC:1858	CNTRL	centriolin	Approved	CEP1, CEP110		9q33.2	AF513978	NM_007018
HGNC:29616	CNTROB	centrobin, centriole duplication and spindle assembly protein	Approved		LIP8, PP1221	17p13.1	AF331638	NM_053051
HGNC:21868	COA1	cytochrome c oxidase assembly factor 1 homolog	Approved	C7orf44	FLJ10803, MITRAC15	7p13	AK001665	NM_018224
HGNC:24990	COA3	cytochrome c oxidase assembly factor 3	Approved	CCDC56	HSPC009, MITRAC12	17q21.31	AF070665	NM_014019
HGNC:24604	COA4	cytochrome c oxidase assembly factor 4 homolog	Approved	CHCHD8	E2IG2, CMC3	11q13.4	AF242180	NM_016565
HGNC:33848	COA5	cytochrome c oxidase assembly factor 5	Approved	C2orf64	MGC52110, FLJ27524, Pet191	2q11.2		NM_001008215
HGNC:18025	COA6	cytochrome c oxidase assembly factor 6	Approved	C1orf31		1q42.2		NM_001012985
HGNC:25716	COA7	cytochrome c oxidase assembly factor 7 (putative)	Approved	C1orf163, SELRC1	FLJ12439, RESA1	1p32.3	AK022501	NM_023077
HGNC:29932	COASY	Coenzyme A synthase	Approved		DPCK, NBP, CoASY, PPAT	17q21.2	AF453478	NM_025233
HGNC:22199	COBL	cordon-bleu WH2 repeat protein	Approved		KIAA0633	7p12.2-p12.1	AB014533	NM_015198
HGNC:23571	COBLL1	cordon-bleu WH2 repeat protein like 1	Approved		KIAA0977	2q24.3	AB023194	NM_014900
HGNC:2178	COCA1~withdrawn	symbol withdrawn, see MSH2	Symbol Withdrawn					
HGNC:2179	COCA2~withdrawn	symbol withdrawn, see MLH1	Symbol Withdrawn					
HGNC:2180	COCH	cochlin	Approved	DFNA31, DFNA9	COCH-5B2	14q11.2-q13		NM_004086
HGNC:2181	COD1~withdrawn	symbol withdrawn, see RPGR	Symbol Withdrawn					
HGNC:2182	COD2	cone dystrophy 2 (X-linked)	Approved		CORDX2	Xq27		
HGNC:6545	COG1	component of oligomeric golgi complex 1	Approved	LDLB	KIAA1381	17q25.1		
HGNC:6546	COG2	component of oligomeric golgi complex 2	Approved	LDLC		1q42.2	Z34975	NM_007357
HGNC:18619	COG3	component of oligomeric golgi complex 3	Approved		SEC34	13q14.11	AF131829	
HGNC:18620	COG4	component of oligomeric golgi complex 4	Approved		COD1, DKFZP586E1519	16q22.1	AL050101	
HGNC:14857	COG5	component of oligomeric golgi complex 5	Approved	GOLTC1	GTC90	7q31	AF058718	
